,p,var,lower_bound_p,lower_p_safety_margin_0.05,lower_p_safety_margin_0.1,lower_p_safety_margin_0.2,official_odds,return,lower_bound_return,return_safety_margin_0.05,return_safety_margin_0.1,return_safety_margin_0.2
To Poll a Vote: Nic Newman,0.9985,1.50E-08,0.998255235,0.9485,0.8985,0.7985,1.16,0.15826,0.157976072,0.10026,0.04226,-0.07374
To Poll a Vote: Oliver Florent,0.85656,1.23E-06,0.854343111,0.80656,0.75656,0.65656,1.16,-0.0063904,-0.008961992,-0.0643904,-0.1223904,-0.2383904
To Poll a Vote: Steven May,0.931,6.42E-07,0.929397015,0.881,0.831,0.731,1.16,0.07996,0.078100538,0.02196,-0.03604,-0.15204
To Poll a Vote: Charlie Dixon,0.85865,1.21E-06,0.856446637,0.80865,0.75865,0.65865,1.18,0.013207,0.010607032,-0.045793,-0.104793,-0.222793
To Poll a Vote: Tom Mitchell,0.7626,1.81E-06,0.759908969,0.7126,0.6626,0.5626,1.19,-0.092506,-0.095708327,-0.152006,-0.211506,-0.330506
To Poll a Vote: Jarman Impey,0.66398,2.23E-06,0.660992623,0.61398,0.56398,0.46398,1.2,-0.203224,-0.206808853,-0.263224,-0.323224,-0.443224
To Poll a Vote: Oscar Allen,0.54128,2.48E-06,0.538128518,0.49128,0.44128,0.34128,1.21,-0.3450512,-0.348864493,-0.4055512,-0.4660512,-0.5870512
To Poll a Vote: Dustin Martin,0.04586,4.38E-07,0.044537021,-0.00414,-0.05414,-0.15414,1.25,-0.942675,-0.944328724,-1.005175,-1.067675,-1.192675
To Poll a Vote: Jack Higgins,0.78293,1.70E-06,0.780322698,0.73293,0.68293,0.58293,1.25,-0.0213375,-0.024596628,-0.0838375,-0.1463375,-0.2713375
To Poll a Vote: Jase Burgoyne,0.84118,1.34E-06,0.838868323,0.79118,0.74118,0.64118,1.25,0.051475,0.048585404,-0.011025,-0.073525,-0.198525
To Poll a Vote: Liam Baker,0.83698,1.36E-06,0.834643811,0.78698,0.73698,0.63698,1.25,0.046225,0.043304764,-0.016275,-0.078775,-0.203775
To Poll a Vote: Toby Nankervis,0.9958,4.18E-08,0.995390984,0.9458,0.8958,0.7958,1.27,0.264666,0.264146549,0.201166,0.137666,0.010666
To Poll a Vote: Will H-Elliott,0.51615,2.50E-06,0.512989372,0.46615,0.41615,0.31615,1.27,-0.3444895,-0.348503497,-0.4079895,-0.4714895,-0.5984895
To Poll a Vote: Mitchell Duncan,0.83336,1.39E-06,0.831003128,0.78336,0.73336,0.63336,1.28,0.0667008,0.063684004,0.0027008,-0.0612992,-0.1892992
To Poll a Vote: Will Ashcroft,0.60759,2.38E-06,0.604501801,0.55759,0.50759,0.40759,1.28,-0.2222848,-0.226237695,-0.2862848,-0.3502848,-0.4782848
To Poll a Vote: Bobby Hill,0.48206,2.50E-06,0.478899759,0.43206,0.38206,0.28206,1.29,-0.3781426,-0.382219312,-0.4426426,-0.5071426,-0.6361426
To Poll a Vote: Ben King,0.36214,2.31E-06,0.359100299,0.31214,0.26214,0.16214,1.3,-0.529218,-0.533169612,-0.594218,-0.659218,-0.789218
To Poll a Vote: Luke Parker,0.24089,1.83E-06,0.23818547,0.19089,0.14089,0.04089,1.33,-0.6796163,-0.683213324,-0.7461163,-0.8126163,-0.9456163
To Poll a Vote: Callum Brown,0.39591,2.39E-06,0.392817006,0.34591,0.29591,0.19591,1.34,-0.4694806,-0.473625212,-0.5364806,-0.6034806,-0.7374806
To Poll a Vote: Jayden Short,0.74702,1.89E-06,0.744270592,0.69702,0.64702,0.54702,1.34,0.0010068,-0.002677407,-0.0659932,-0.1329932,-0.2669932
To Poll a Vote: Mitch Georgiades,0.53499,2.49E-06,0.531835475,0.48499,0.43499,0.33499,1.34,-0.2831134,-0.287340464,-0.3501134,-0.4171134,-0.5511134
To Poll a Vote: Tanner Bruhn,0.5156,2.50E-06,0.512439262,0.4656,0.4156,0.3156,1.34,-0.309096,-0.313331389,-0.376096,-0.443096,-0.577096
To Poll a Vote: Timothy English,0.98411,1.56E-07,0.983319114,0.93411,0.88411,0.78411,1.34,0.3187074,0.317647613,0.2517074,0.1847074,0.0507074
To Poll a Vote: Will Hayward,0.77067,1.77E-06,0.768011145,0.72067,0.67067,0.57067,1.34,0.0326978,0.029134934,-0.0343022,-0.1013022,-0.2353022
To Poll a Vote: Jack Lukosius,0.28882,2.05E-06,0.285953622,0.23882,0.18882,0.08882,1.36,-0.6072048,-0.611103073,-0.6752048,-0.7432048,-0.8792048
To Poll a Vote: Jeremy McGovern,0.97735,2.21E-07,0.976409001,0.92735,0.87735,0.77735,1.36,0.329196,0.327916241,0.261196,0.193196,0.057196
To Poll a Vote: Alex Pearce,0.08816,8.04E-07,0.086366815,0.03816,-0.01184,-0.11184,1.38,-0.8783392,-0.880813795,-0.9473392,-1.0163392,-1.1543392
To Poll a Vote: Colby McKercher,0.81285,1.52E-06,0.810383222,0.76285,0.71285,0.61285,1.38,0.121733,0.118328846,0.052733,-0.016267,-0.154267
To Poll a Vote: Mason Redman,0.9233,7.08E-07,0.921616942,0.8733,0.8233,0.7233,1.38,0.274154,0.27183138,0.205154,0.136154,-0.001846
To Poll a Vote: Steele Sidebottom,0.68639,2.15E-06,0.68345566,0.63639,0.58639,0.48639,1.38,-0.0527818,-0.056831189,-0.1217818,-0.1907818,-0.3287818
To Poll a Vote: Bradley Hill,0.61002,2.38E-06,0.606935227,0.56002,0.51002,0.41002,1.4,-0.145972,-0.150290682,-0.215972,-0.285972,-0.425972
To Poll a Vote: Rory Lobb,0.53861,2.49E-06,0.535457165,0.48861,0.43861,0.33861,1.4,-0.245946,-0.250359969,-0.315946,-0.385946,-0.525946
To Poll a Vote: Christian Salem,0.6618,2.24E-06,0.658807872,0.6118,0.5618,0.4618,1.42,-0.060244,-0.064492822,-0.131244,-0.202244,-0.344244
To Poll a Vote: Jacob Weitering,0.80166,1.59E-06,0.799138086,0.75166,0.70166,0.60166,1.42,0.1383572,0.134776082,0.0673572,-0.0036428,-0.1456428
To Poll a Vote: Callan Ward,0.70082,2.10E-06,0.697923994,0.65082,0.60082,0.50082,1.46,0.0231972,0.018969031,-0.0498028,-0.1228028,-0.2688028
To Poll a Vote: James Harmes,0.57074,2.45E-06,0.567609531,0.52074,0.47074,0.37074,1.49,-0.1495974,-0.154261798,-0.2240974,-0.2985974,-0.4475974
To Poll a Vote: Joshua Weddle,0.79409,1.64E-06,0.791532571,0.74409,0.69409,0.59409,1.5,0.191135,0.187298857,0.116135,0.041135,-0.108865
To Poll a Vote: Brodie Kemp,0.4951,2.50E-06,0.491937874,0.4451,0.3951,0.2951,1.56,-0.227644,-0.232576916,-0.305644,-0.383644,-0.539644
To Poll a Vote: Josh Battle,0.83915,1.35E-06,0.836826406,0.78915,0.73915,0.63915,1.56,0.309074,0.305449193,0.231074,0.153074,-0.002926
To Poll a Vote: Taylor Walker,0.56689,2.46E-06,0.563756148,0.51689,0.46689,0.36689,1.57,-0.1099827,-0.114902848,-0.1884827,-0.2669827,-0.4239827
To Poll a Vote: Zach Guthrie,0.84196,1.33E-06,0.839652938,0.79196,0.74196,0.64196,1.6,0.347136,0.343444701,0.267136,0.187136,0.027136
To Poll a Vote: Sean Darcy,0.72906,1.98E-06,0.726249082,0.67906,0.62906,0.52906,1.61,0.1737866,0.169261022,0.0932866,0.0127866,-0.1482134
To Poll a Vote: Xavier Duursma,0.66359,2.23E-06,0.660601768,0.61359,0.56359,0.46359,1.61,0.0683799,0.063568846,-0.0121201,-0.0926201,-0.2536201
To Poll a Vote: Jarrod Berry,0.85258,1.26E-06,0.850337793,0.80258,0.75258,0.65258,1.62,0.3811796,0.377547224,0.3001796,0.2191796,0.0571796
To Poll a Vote: Xavier O'Halloran,0.44663,2.47E-06,0.443485789,0.39663,0.34663,0.24663,1.63,-0.2719931,-0.277118165,-0.3534931,-0.4349931,-0.5979931
To Poll a Vote: Sam De Koning,0.56786,2.45E-06,0.564726982,0.51786,0.46786,0.36786,1.64,-0.0687096,-0.073847749,-0.1507096,-0.2327096,-0.3967096
To Poll a Vote: Michael Walters,0.45673,2.48E-06,0.453579586,0.40673,0.35673,0.25673,1.7,-0.223559,-0.228914704,-0.308559,-0.393559,-0.563559
To Poll a Vote: Jake Riccardi,0.63955,2.31E-06,0.636513385,0.58955,0.53955,0.43955,1.77,0.1320035,0.126628691,0.0435035,-0.0449965,-0.2219965
To Poll a Vote: Mitchell Hinge,0.90377,8.70E-07,0.901904848,0.85377,0.80377,0.70377,1.77,0.5996729,0.596371581,0.5111729,0.4226729,0.2456729
To Poll a Vote: Riley Thilthorpe,0.47737,2.49E-06,0.474210963,0.42737,0.37737,0.27737,1.79,-0.1455077,-0.151162376,-0.2350077,-0.3245077,-0.5035077
To Poll a Vote: Wil Powell,0.77771,1.73E-06,0.775080345,0.72771,0.67771,0.57771,1.81,0.4076551,0.402895424,0.3171551,0.2266551,0.0456551
To Poll a Vote: Tom Powell,0.8992,9.06E-07,0.897295906,0.8492,0.7992,0.6992,1.84,0.654528,0.651024467,0.562528,0.470528,0.286528
To Poll a Vote: Kai Lohmann,0.61336,2.37E-06,0.610280068,0.56336,0.51336,0.41336,1.86,0.1408496,0.135120927,0.0478496,-0.0451504,-0.2311504
To Poll a Vote: Daniel Turner,0.47049,2.49E-06,0.467333235,0.42049,0.37049,0.27049,1.89,-0.1107739,-0.116740186,-0.2052739,-0.2997739,-0.4887739
To Poll a Vote: Matthew Kennedy,0.75889,1.83E-06,0.756184628,0.70889,0.65889,0.55889,1.89,0.4343021,0.429188947,0.3398021,0.2453021,0.0563021
To Poll a Vote: Sam Clohesy,0.59395,2.41E-06,0.590844048,0.54395,0.49395,0.39395,1.9,0.128505,0.122603692,0.033505,-0.061495,-0.251495
To Poll a Vote: Matthew Roberts,0.93232,6.31E-07,0.930731297,0.88232,0.83232,0.73232,1.92,0.7900544,0.787004091,0.6940544,0.5980544,0.4060544
To Poll a Vote: Sam Switkowski,0.70698,2.07E-06,0.704101394,0.65698,0.60698,0.50698,1.93,0.3644714,0.358915691,0.2679714,0.1714714,-0.0215286
To Poll a Vote: Lloyd Meek,0.96094,3.75E-07,0.959714695,0.91094,0.86094,0.76094,1.96,0.8834424,0.881040802,0.7854424,0.6874424,0.4914424
To Poll a Vote: Travis Boak,0.66989,2.21E-06,0.666915862,0.61989,0.56989,0.46989,1.97,0.3196833,0.313824249,0.2211833,0.1226833,-0.0743167
To Poll a Vote: Tom Hawkins,0.36547,2.32E-06,0.362424336,0.31547,0.26547,0.16547,2.03,-0.2580959,-0.264278597,-0.3595959,-0.4610959,-0.6640959
To Poll a Vote: Bodhi Uwland,0.51946,2.50E-06,0.516300118,0.46946,0.41946,0.31946,2.08,0.0804768,0.073904246,-0.0235232,-0.1275232,-0.3355232
To Poll a Vote: Blake Acres,0.90096,8.92E-07,0.899070756,0.85096,0.80096,0.70096,2.1,0.892016,0.888048587,0.787016,0.682016,0.472016
To Poll a Vote: Jeremy Sharp,0.66852,2.22E-06,0.665542746,0.61852,0.56852,0.46852,2.1,0.403892,0.397639767,0.298892,0.193892,-0.016108
To Poll a Vote: Mitch McGovern,0.54123,2.48E-06,0.538078492,0.49123,0.44123,0.34123,2.12,0.1474076,0.140726403,0.0414076,-0.0645924,-0.2765924
To Poll a Vote: Harris Andrews,0.77538,1.74E-06,0.772740562,0.72538,0.67538,0.57538,2.18,0.6903284,0.684574425,0.5813284,0.4723284,0.2543284
To Poll a Vote: Reilly O'Brien,0.74155,1.92E-06,0.73878122,0.69155,0.64155,0.54155,2.18,0.616579,0.610543059,0.507579,0.398579,0.180579
To Poll a Vote: Bradley Close,0.27801,2.01E-06,0.275176483,0.22801,0.17801,0.07801,2.2,-0.388378,-0.394611737,-0.498378,-0.608378,-0.828378
To Poll a Vote: Oliver Henry,0.22765,1.76E-06,0.224998016,0.17765,0.12765,0.02765,2.2,-0.49917,-0.505004365,-0.60917,-0.71917,-0.93917
To Poll a Vote: Sam Taylor,0.43495,2.46E-06,0.431814599,0.38495,0.33495,0.23495,2.2,-0.04311,-0.050007882,-0.15311,-0.26311,-0.48311
To Poll a Vote: Harrison Himmelberg,0.92203,7.19E-07,0.920334233,0.87203,0.82203,0.72203,2.3,1.120669,1.116768735,1.005669,0.890669,0.660669
To Poll a Vote: Aaron Cadman,0.01679,1.65E-07,0.015977397,-0.03321,-0.08321,-0.18321,2.35,-0.9605435,-0.962453117,-1.0780435,-1.1955435,-1.4305435
To Poll a Vote: Bailey Scott,0.70174,2.09E-06,0.698846552,0.65174,0.60174,0.50174,2.35,0.649089,0.642289398,0.531589,0.414089,0.179089
To Poll a Vote: Liam Duggan,0.7288,1.98E-06,0.725988235,0.6788,0.6288,0.5288,2.4,0.74912,0.742371764,0.62912,0.50912,0.26912
To Poll a Vote: Marcus Windhager,0.131,1.14E-06,0.128866093,0.081,0.031,-0.069,2.4,-0.6856,-0.690721377,-0.8056,-0.9256,-1.1656
To Poll a Vote: Judd McVee,0.29292,2.07E-06,0.290041682,0.24292,0.19292,0.09292,2.45,-0.282346,-0.289397879,-0.404846,-0.527346,-0.772346
To Poll a Vote: Brody Mihocek,0.16034,1.35E-06,0.158019387,0.11034,0.06034,-0.03966,2.55,-0.591133,-0.597050562,-0.718633,-0.846133,-1.101133
To Poll a Vote: Jack Darling,0.54776,2.48E-06,0.544612182,0.49776,0.44776,0.34776,2.55,0.396788,0.388761064,0.269288,0.141788,-0.113212
To Poll a Vote: Jeremy Howe,0.77179,1.76E-06,0.769135719,0.72179,0.67179,0.57179,2.55,0.9680645,0.961296083,0.8405645,0.7130645,0.4580645
To Poll a Vote: Bailey Williams,0.62359,2.35E-06,0.620525849,0.57359,0.52359,0.42359,2.7,0.683693,0.675419793,0.548693,0.413693,0.143693
To Poll a Vote: Nathan Broad,0.51621,2.50E-06,0.513049385,0.46621,0.41621,0.31621,2.75,0.4195775,0.410885808,0.2820775,0.1445775,-0.1304225
To Poll a Vote: Charlie Cameron,0.39965,2.40E-06,0.396552066,0.34965,0.29965,0.19965,2.85,0.1390025,0.130173388,-0.0034975,-0.1459975,-0.4309975
To Poll a Vote: Toby Bedford,0.02479,2.42E-07,0.023806629,-0.02521,-0.07521,-0.17521,2.85,-0.9293485,-0.932151107,-1.0718485,-1.2143485,-1.4993485
To Poll a Vote: Lachlan Bramble,0.66776,2.22E-06,0.66478103,0.61776,0.56776,0.46776,2.9,0.936504,0.927864986,0.791504,0.646504,0.356504
To Poll a Vote: Willie Rioli,0.51688,2.50E-06,0.513719525,0.46688,0.41688,0.31688,2.9,0.498952,0.489786622,0.353952,0.208952,-0.081048
To Poll a Vote: Callum Mills,0.41954,2.44E-06,0.416418935,0.36954,0.31954,0.21954,2.95,0.237643,0.228435858,0.090143,-0.057357,-0.352357
To Poll a Vote: Kane Farrell,0.78541,1.69E-06,0.782813532,0.73541,0.68541,0.58541,2.95,1.3169595,1.30929992,1.1694595,1.0219595,0.7269595
To Poll a Vote: Tom Atkins,0.60104,2.40E-06,0.597942963,0.55104,0.50104,0.40104,2.95,0.773068,0.763931742,0.625568,0.478068,0.183068
To Poll a Vote: Jackson Macrae,0.54142,2.48E-06,0.538268592,0.49142,0.44142,0.34142,3.05,0.651331,0.641719204,0.498831,0.346331,0.041331
To Poll a Vote: Jordon Sweet,0.91829,7.50E-07,0.916557563,0.86829,0.81829,0.71829,3.05,1.8007845,1.795500566,1.6482845,1.4957845,1.1907845
To Poll a Vote: Rhys Stanley,0.66315,2.23E-06,0.660160806,0.61315,0.56315,0.46315,3.3,1.188395,1.178530659,1.023395,0.858395,0.528395
To Poll a Vote: Zachary Williams,0.30438,2.12E-06,0.301469792,0.25438,0.20438,0.10438,3.35,0.019673,0.009923802,-0.147827,-0.315327,-0.650327
To Poll a Vote: Darcy Jones,0.00231,2.30E-08,0.002006378,-0.04769,-0.09769,-0.19769,3.45,-0.9920305,-0.993077997,-1.1645305,-1.3370305,-1.6820305
To Poll a Vote: Ivan Soldo,0.65043,2.27E-06,0.647414236,0.60043,0.55043,0.45043,3.45,1.2439835,1.233579114,1.0714835,0.8989835,0.5539835
To Poll a Vote: Dylan Shiel,0.76455,1.80E-06,0.761866619,0.71455,0.66455,0.56455,3.5,1.675925,1.666533168,1.500925,1.325925,0.975925
To Poll a Vote: Mabior Chol,0.0877,8.00E-07,0.085911048,0.0377,-0.0123,-0.1123,3.5,-0.69305,-0.699311331,-0.86805,-1.04305,-1.39305
To Poll a Vote: Sebastian Ross,0.36247,2.31E-06,0.359429701,0.31247,0.26247,0.16247,3.5,0.268645,0.258003952,0.093645,-0.081355,-0.431355
To Poll a Vote: Bailey Banfield,0.22845,1.76E-06,0.225794737,0.17845,0.12845,0.02845,3.6,-0.17758,-0.187138948,-0.35758,-0.53758,-0.89758
To Poll a Vote: Ben Ainsworth,0.40804,2.42E-06,0.404931667,0.35804,0.30804,0.20804,3.6,0.468944,0.457754001,0.288944,0.108944,-0.251056
To Poll a Vote: Bailey Humphrey,0.11072,9.85E-07,0.108735449,0.06072,0.01072,-0.08928,3.8,-0.579264,-0.586805294,-0.769264,-0.959264,-1.339264
To Poll a Vote: Dyson Heppell,0.74114,1.92E-06,0.738369791,0.69114,0.64114,0.54114,3.8,1.816332,1.805805204,1.626332,1.436332,1.056332
To Poll a Vote: Jaeger O'Meara,0.22908,1.77E-06,0.226422164,0.17908,0.12908,0.02908,3.8,-0.129496,-0.139595778,-0.319496,-0.509496,-0.889496
To Poll a Vote: Liam Jones,0.10237,9.19E-07,0.100452811,0.05237,0.00237,-0.09763,3.8,-0.610994,-0.61827932,-0.800994,-0.990994,-1.370994
To Poll a Vote: Samuel Collins,0.58266,2.43E-06,0.579541235,0.53266,0.48266,0.38266,3.8,1.214108,1.202256694,1.024108,0.834108,0.454108
To Poll a Vote: Zac Bailey,0.32614,2.20E-06,0.323175053,0.27614,0.22614,0.12614,3.8,0.239332,0.228065203,0.049332,-0.140668,-0.520668
To Poll a Vote: Max King,0.42641,2.45E-06,0.42328216,0.37641,0.32641,0.22641,3.9,0.662999,0.650800426,0.467999,0.272999,-0.117001
To Poll a Vote: Aliir Aliir,0.48763,2.50E-06,0.48446869,0.43763,0.38763,0.28763,4,0.95052,0.937874761,0.75052,0.55052,0.15052
To Poll a Vote: Darcy Wilmot,0.57845,2.44E-06,0.575326889,0.52845,0.47845,0.37845,4,1.3138,1.301307555,1.1138,0.9138,0.5138
To Poll a Vote: John Noble,0.48586,2.50E-06,0.482698987,0.43586,0.38586,0.28586,4,0.94344,0.930795948,0.74344,0.54344,0.14344
To Poll a Vote: Josh Rachele,0.07274,6.74E-07,0.071097455,0.02274,-0.02726,-0.12726,4,-0.70904,-0.715610182,-0.90904,-1.10904,-1.50904
To Poll a Vote: Matt Guelfi,0.43456,2.46E-06,0.431424924,0.38456,0.33456,0.23456,4,0.73824,0.725699694,0.53824,0.33824,-0.06176
To Poll a Vote: Adam Cerra,0.41492,2.43E-06,0.41180384,0.36492,0.31492,0.21492,4.1,0.701172,0.688395742,0.496172,0.291172,-0.118828
To Poll a Vote: Brayden Maynard,0.62043,2.35E-06,0.61736082,0.57043,0.52043,0.42043,4.1,1.543763,1.531179363,1.338763,1.133763,0.723763
To Poll a Vote: Jack Billings,0.44543,2.47E-06,0.442286613,0.39543,0.34543,0.24543,4.1,0.826263,0.813375111,0.621263,0.416263,0.006263
To Poll a Vote: Rhylee West,0.09505,8.60E-07,0.093195109,0.04505,-0.00495,-0.10495,4.1,-0.610295,-0.617900052,-0.815295,-1.020295,-1.430295
To Poll a Vote: Lachlan Ash,0.614,2.37E-06,0.610921013,0.564,0.514,0.414,4.3,1.6402,1.626960357,1.4252,1.2102,0.7802
To Poll a Vote: Zac Fisher,0.77857,1.72E-06,0.775943986,0.72857,0.67857,0.57857,4.3,2.347851,2.336559139,2.132851,1.917851,1.487851
To Poll a Vote: James Aish,0.44593,2.47E-06,0.442786267,0.39593,0.34593,0.24593,4.5,1.006685,0.992538201,0.781685,0.556685,0.106685
To Poll a Vote: Marc Pittonet,0.49174,2.50E-06,0.488578154,0.44174,0.39174,0.29174,4.5,1.21283,1.198601692,0.98783,0.76283,0.31283
To Poll a Vote: Riley Bonner,0.3593,2.30E-06,0.356265508,0.3093,0.2593,0.1593,4.5,0.61685,0.603194787,0.39185,0.16685,-0.28315
To Poll a Vote: Logan McDonald,0.41568,2.43E-06,0.412563013,0.36568,0.31568,0.21568,4.6,0.912128,0.897789862,0.682128,0.452128,-0.007872
To Poll a Vote: Shaun Mannagh,0.4153,2.43E-06,0.412183426,0.3653,0.3153,0.2153,4.6,0.91038,0.896043757,0.68038,0.45038,-0.00962
To Poll a Vote: Liam Henry,0.01151,1.14E-07,0.010835388,-0.03849,-0.08849,-0.18849,4.75,-0.9453275,-0.948531905,-1.1828275,-1.4203275,-1.8953275
To Poll a Vote: Adam Tomlinson,0.16076,1.35E-06,0.158436931,0.11076,0.06076,-0.03924,4.8,-0.228352,-0.23950273,-0.468352,-0.708352,-1.188352
To Poll a Vote: Ben Long,0.12314,1.08E-06,0.121061765,0.07314,0.02314,-0.07686,4.8,-0.408928,-0.418903529,-0.648928,-0.888928,-1.368928
To Poll a Vote: Cameron Zurhaar,0.37609,2.35E-06,0.373026366,0.32609,0.27609,0.17609,4.8,0.805232,0.790526557,0.565232,0.325232,-0.154768
To Poll a Vote: Sam Draper,0.40721,2.41E-06,0.404102654,0.35721,0.30721,0.20721,4.8,0.954608,0.939692738,0.714608,0.474608,-0.005392
To Poll a Vote: Callum Ah Chee,0.32611,2.20E-06,0.323145124,0.27611,0.22611,0.12611,4.9,0.597939,0.583411107,0.352939,0.107939,-0.382061
To Poll a Vote: Connor Idun,0.64307,2.30E-06,0.640039944,0.59307,0.54307,0.44307,4.9,2.151043,2.136195726,1.906043,1.661043,1.171043
To Poll a Vote: Alex Sexton,0.42053,2.44E-06,0.41740792,0.37053,0.32053,0.22053,5.4,1.270862,1.25400277,1.000862,0.730862,0.190862
To Poll a Vote: Darcy Moore,0.47884,2.50E-06,0.475680555,0.42884,0.37884,0.27884,5.4,1.585736,1.568674999,1.315736,1.045736,0.505736
To Poll a Vote: Nick Hind,0.6399,2.30E-06,0.636864029,0.5899,0.5399,0.4399,5.4,2.45546,2.439065757,2.18546,1.91546,1.37546
To Poll a Vote: Lachlan Schultz,0.0622,5.83E-07,0.060672503,0.0122,-0.0378,-0.1378,5.5,-0.6579,-0.666301232,-0.9329,-1.2079,-1.7579
To Poll a Vote: Paddy Dow,0.24929,1.87E-06,0.246553985,0.19929,0.14929,0.04929,5.7,0.420953,0.405357713,0.135953,-0.149047,-0.719047
To Poll a Vote: Harry Perryman,0.27449,1.99E-06,0.271667623,0.22449,0.17449,0.07449,5.75,0.5783175,0.562088835,0.2908175,0.0033175,-0.5716825
To Poll a Vote: Dion Prestia,0.28857,2.05E-06,0.28570436,0.23857,0.18857,0.08857,5.9,0.702563,0.685655722,0.407563,0.112563,-0.477437
To Poll a Vote: Mark Blicavs,0.23872,1.82E-06,0.236023834,0.18872,0.13872,0.03872,5.9,0.408448,0.392540621,0.113448,-0.181552,-0.771552
To Poll a Vote: Joel Freijah,0.47938,2.50E-06,0.476220413,0.42938,0.37938,0.27938,6.5,2.11597,2.095432682,1.79097,1.46597,0.81597
To Poll a Vote: Brandan Parfitt,0.08674,7.92E-07,0.084959931,0.03674,-0.01326,-0.11326,6.75,-0.414505,-0.426520468,-0.752005,-1.089505,-1.764505
To Poll a Vote: Chayce Jones,0.29841,2.09E-06,0.295516134,0.24841,0.19841,0.09841,6.75,1.0142675,0.994733906,0.6767675,0.3392675,-0.3357325
To Poll a Vote: Nick Watson,0.00092,9.19E-09,0.000728255,-0.04908,-0.09908,-0.19908,6.75,-0.99379,-0.995084279,-1.33129,-1.66879,-2.34379
To Poll a Vote: Zach Tuohy,0.04574,4.36E-07,0.04441867,-0.00426,-0.05426,-0.15426,6.75,-0.691255,-0.70017398,-1.028755,-1.366255,-2.041255
To Poll a Vote: Jack Buckley,0.46848,2.49E-06,0.465324012,0.41848,0.36848,0.26848,7,2.27936,2.257268085,1.92936,1.57936,0.87936
To Poll a Vote: Laitham Vandermeer,0.16647,1.39E-06,0.164114091,0.11647,0.06647,-0.03353,7,0.16529,0.148798634,-0.18471,-0.53471,-1.23471
To Poll a Vote: Will Setterfield,0.52487,2.49E-06,0.521711637,0.47487,0.42487,0.32487,7,2.67409,2.651981456,2.32409,1.97409,1.27409
To Poll a Vote: Logan Evans,0.39251,2.38E-06,0.389421661,0.34251,0.29251,0.19251,7.25,1.8456975,1.823307044,1.4831975,1.1206975,0.3956975
To Poll a Vote: Jake Lloyd,0.73571,1.94E-06,0.732921159,0.68571,0.63571,0.53571,7.5,4.517825,4.496908696,4.142825,3.767825,3.017825
To Poll a Vote: Adam Saad,0.73975,1.93E-06,0.736974969,0.68975,0.63975,0.53975,7.75,4.7330625,4.711556009,4.3455625,3.9580625,3.1830625
To Poll a Vote: Darcy Tucker,0.5807,2.43E-06,0.577579183,0.5307,0.4807,0.3807,7.75,3.500425,3.476238666,3.112925,2.725425,1.950425
To Poll a Vote: Jade Gresham,0.25234,1.89E-06,0.249592896,0.20234,0.15234,0.05234,7.75,0.955635,0.934344943,0.568135,0.180635,-0.594365
To Poll a Vote: Jayden Laverde,0.64313,2.30E-06,0.640100057,0.59313,0.54313,0.44313,7.75,3.9842575,3.960775445,3.5967575,3.2092575,2.4342575
To Poll a Vote: Luke Nankervis,0.45154,2.48E-06,0.44839261,0.40154,0.35154,0.25154,7.75,2.499435,2.475042726,2.111935,1.724435,0.949435
To Poll a Vote: Todd Goldstein,0.48253,2.50E-06,0.479369653,0.43253,0.38253,0.28253,7.75,2.7396075,2.715114812,2.3521075,1.9646075,1.1896075
To Poll a Vote: Tom McDonald,0.53106,2.49E-06,0.52790383,0.48106,0.43106,0.33106,7.75,3.115715,3.09125468,2.728215,2.340715,1.565715
To Poll a Vote: Dane Rampe,0.28815,2.05E-06,0.285285601,0.23815,0.18815,0.08815,8,1.3052,1.282284806,0.9052,0.5052,-0.2948
To Poll a Vote: Hayden McLean,0.60078,2.40E-06,0.597682624,0.55078,0.50078,0.40078,8,3.80624,3.781460995,3.40624,3.00624,2.20624
To Poll a Vote: Jack Payne,0.10727,9.58E-07,0.105312827,0.05727,0.00727,-0.09273,8,-0.14184,-0.157497383,-0.54184,-0.94184,-1.74184
To Poll a Vote: Mark Keane,0.74654,1.89E-06,0.743788869,0.69654,0.64654,0.54654,8,4.97232,4.950310953,4.57232,4.17232,3.37232
To Poll a Vote: Nick Haynes,0.28971,2.06E-06,0.286841006,0.23971,0.18971,0.08971,8,1.31768,1.294728051,0.91768,0.51768,-0.28232
